name,apt_rating,apt_contact,apt_image,cond_bed,cond_bath,cond_rent,cond_amen,name,addr_pin,addr_longi,addr_lati
709 W Green St_4b2b,0,(217) 689-2577,https://image2.apartmentfinder.com/i2/8J6TelMsyzujiejsMMI4-j3FKsDLBJe3qGAc1xftpVU/117/709-w-green-st-champaign-il-primary-photo.jpg,4,2,1600,"Washer/Dryer, Furnished",709 W Green St_4b2b,"709 W Green St, Champaign, IL 61820",40.1098,-88.25515
901 S 2nd St_4b2b,0,(217) 318-0822,https://image3.apartmentfinder.com/i2/HYUwNON4TxRTGcki0ROURt93Bx3Y_yUqOh6tlSIBgR4/117/901-s-2nd-st-champaign-il-primary-photo.jpg,4,2,2400,"Washer/Dryer, Furnished",901 S 2nd St_4b2b,"901 S 2nd St, Champaign, IL 61820",40.10763,-88.23737
2002 Blackthorn Dr_2b1.5b,0,(217) 903-4942,https://image4.apartmentfinder.com/i2/HgLiUjLomEp_T84kaDYSp8HF0FB0J3_SqYNTcPgOs6I/117/2002-blackthorn-dr-champaign-il-primary-photo.jpg,2,1.5,1000,Washer/Dryer,2002 Blackthorn Dr_2b1.5b,"2002 Blackthorn Dr, Champaign, IL 61821",40.08798,-88.27842
610 S Mattis Ave_2b1b,0,(217) 318-0846,https://image3.apartmentfinder.com/i2/XcoHUBukmKzKmcx0p32qcUSRYXV491_PdnAHx-p0tLQ/117/610-s-mattis-ave-champaign-il-primary-photo.jpg,2,1,865,Washer/Dryer,610 S Mattis Ave_2b1b,"610 S Mattis Ave, Champaign, IL 61821",40.10937,-88.27631
606 S Mattis Ave_1b1b,0,(217) 305-4391,https://image3.apartmentfinder.com/i2/fXpymz85McZ6q07H66ILNEIymbLQpvxtI-9ZKB0CTME/117/606-s-mattis-ave-champaign-il-primary-photo.jpg,1,1,550,Self-Service Laundry,606 S Mattis Ave_1b1b,"606 S Mattis Ave, Champaign, IL 61821",40.10975,-88.27632
606 S Mattis Ave_2b1b,0,(217) 305-7092,https://image3.apartmentfinder.com/i2/aD1jXms_ZfmAnRGcnd_iDbWNfXXTr25x3ZHlGUOYbv0/117/606-s-mattis-ave-champaign-il-primary-photo.jpg,2,1,800,"Self-Service Laundry, Fireplace",606 S Mattis Ave_2b1b,"606 S Mattis Ave, Champaign, IL 61821",40.10975,-88.27632
1106 Maplepark Dr_3b2b,0,(844) 286-4421,https://image1.apartmentfinder.com/i2/4vWiAQg0hOVgaN5-opeThBwErP-6WIpshQlTJzHpVy4/117/1106-maplepark-dr-champaign-il-primary-photo.jpg,3,2,1280,"Washer/Dryer, Smoke Free",1106 Maplepark Dr_3b2b,"1106 Maplepark Dr, Champaign, IL 61821",40.10421,-88.29407
603 E Clark St_1b1b,0,(844) 323-8402,https://image4.apartmentfinder.com/i2/zIQ_ITm2hwApvUZeqxzthkxDUsUYB_QcfpOATi67lTs/117/603-e-clark-st-champaign-il-primary-photo.jpg,1,1,760,"Washer/Dryer, A/C, Smoke Free, Dishwasher, Garbage Disposal, Microwave, Furnished",603 E Clark St_1b1b,"603 E Clark St, Champaign, IL 61820",40.11512,-88.22995
612 Ventura Rd_3b1b,0,(217) 305-4404,https://image4.apartmentfinder.com/i2/1rx2q9WIbtu9yUBjKItDDM3jxeLazpDuqcUsoxnHRYY/117/612-ventura-rd-champaign-il-primary-photo.jpg,3,1,1300,Washer/Dryer,612 Ventura Rd_3b1b,"612 Ventura Rd, Champaign, IL 61820",40.09706,-88.25311
906 S Locust St_2b1b,0,(217) 903-4388,https://image3.apartmentfinder.com/i2/hTxMjSjtyrmFg3_fEGuymtUkc5M7L9z33dObamC1uFU/117/906-s-locust-st-champaign-il-primary-photo.jpg,2,1,975,"Self-Service Laundry, Furnished",906 S Locust St_2b1b,"906 S Locust St, Champaign, IL 61820",40.10738,-88.23991
705 S 1st St_3b1b,0,(217) 305-4103,https://image3.apartmentfinder.com/i2/emJth2_igXMHCCIAoxOM7jHnuCd2SmFEivwvrwqDpVY/117/705-s-1st-st-champaign-il-large-open-kitchen.jpg,3,1,1185,"Washer/Dryer, Furnished",705 S 1st St_3b1b,"705 S 1st St, Champaign, IL 61820",40.10961,-88.23913
705 S 1st St_3b1.5b,0,(217) 600-6321,https://image4.apartmentfinder.com/i2/FGfx0Zjz8MKVFCl96dm9sAKO12rKopXCn7lg7onT8Gk/117/705-s-1st-st-champaign-il-large-open-kitchen.jpg,3,1.5,1185,"Self-Service Laundry, Furnished",705 S 1st St_3b1.5b,"705 S 1st St, Champaign, IL 61820",40.10961,-88.23913
705 S 1st St_4b2b,0,(217) 305-4567,https://image4.apartmentfinder.com/i2/O___kGhMsFSwGEeAyc2021Wen2O-neWxUsztO4Zsft4/117/705-s-1st-st-champaign-il-all-new-furniture.jpg,4,2,1320,"Self-Service Laundry, Furnished",705 S 1st St_4b2b,"705 S 1st St, Champaign, IL 61820",40.10961,-88.23913
908 S Locust St_1b1b,0,(217) 305-7526,https://image2.apartmentfinder.com/i2/QfgsXw8rUEnTDZ-ANDcDe3Oybh_YjeeSt7JtpAO7Quw/117/908-s-locust-st-champaign-il-large-bedroom.jpg,1,1,595,"Self-Service Laundry, Furnished",908 S Locust St_1b1b,"908 S Locust St, Champaign, IL 61820",40.10721,-88.23991
101 E Daniel St_4b2b,0,(844) 328-0724,https://image2.apartmentfinder.com/i2/pioxDVohw7rGSrWRdQ66EwTPQ-53f3c6xzsq6R4TlKQ/117/101-e-daniel-st-champaign-il-primary-photo.jpg,4,2,438,"Washer/Dryer, Smoke Free, Furnished",101 E Daniel St_4b2b,"101 E Daniel St, Champaign, IL 61820",40.10763,-88.23843
1616A Maynard Dr_3b1.5b,0,(217) 305-4378,https://image4.apartmentfinder.com/i2/j-lS_xWwTuryKz6uSYqQyMEeQBcJWRYTHL2X-09ddQw/117/1616a-maynard-dr-champaign-il-primary-photo.jpg,3,1.5,975,"Washer/Dryer Hookup, Smoke Free",1616A Maynard Dr_3b1.5b,"1616A Maynard Dr, Champaign, IL 61822",40.09722,-88.2978
211 W Columbia Ave_3b1b,0,No Information,https://image4.apartmentfinder.com/i2/Sq8jH4559zL3ecTaRW0MQ7huncYQoIIqZh9uNdiMbUE/117/211-w-columbia-ave-champaign-il-primary-photo.jpg,3,1,925,"Washer/Dryer, Ceiling Fans, Smoke Free, Kitchen, Dining Area",211 W Columbia Ave_3b1b,"211 W Columbia Ave, Champaign, IL 61820",40.12087,-88.2466
1603 W John St_3b2.5b,0,(855) 324-8992,https://image2.apartmentfinder.com/i2/YOW4SokkBm0PSgV-WA4COffnIUzavkNB_1fhk5NYF4M/117/1603-w-john-st-champaign-il-primary-photo.jpg,3,2.5,1150,Washer/Dryer,1603 W John St_3b2.5b,"1603 W John St, Champaign, IL 61821",40.10869,-88.27321
708 W Springfield Ave_2b1b,0,No Information,https://image3.apartmentfinder.com/i2/nmw-OP3LZkKqNykMv-Rvk0dS8ITEzOiTQhEke4mJe7I/117/708-w-springfield-ave-champaign-il-primary-photo.jpg,2,1,640,"Self-Service Laundry, Smoke Free",708 W Springfield Ave_2b1b,"708 W Springfield Ave, Champaign, IL 61820",40.1129,-88.25525
108 W Charles St_1b1b,0,No Information,https://image2.apartmentfinder.com/i2/f06fQAIfBBgjiGcMnoM2GMJEk8RKMhsK6c9NRf64jRA/117/108-w-charles-st-champaign-il-primary-photo.jpg,1,1,580,"Self-Service Laundry, Smoke Free",108 W Charles St_1b1b,"108 W Charles St, Champaign, IL 61820",40.10612,-88.24435
803 W Springfield Ave_1b1b,0,No Information,https://image4.apartmentfinder.com/i2/XHd8T4qE8myvgEy1DY9cLnKD2QKbPys3dhGc2I1Olpc/117/803-w-springfield-ave-champaign-il-primary-photo.jpg,1,1,640,"Self-Service Laundry, Smoke Free, Furnished",803 W Springfield Ave_1b1b,"803 W Springfield Ave, Champaign, IL 61820",40.11237,-88.25638
311 S Prairie St_2b2b,0,No Information,https://image1.apartmentfinder.com/i2/1hJpbZ0Jdsxr8RilG4tanHXDQQnk_1604rW5WH7FIu8/117/311-s-prairie-st-champaign-il-primary-photo.jpg,2,2,590,"Self-Service Laundry, Smoke Free",311 S Prairie St_2b2b,"311 S Prairie St, Champaign, IL 61820",40.11328,-88.24891
Healey Street_2b1b,4,(844) 728-4765,https://image4.apartmentfinder.com/i2/JLAuXD7nmOoMZ3UggCpZelNrZrvqQuY9X3njB9NFhJU/117/healey-street-champaign-il-primary-photo.jpg,2,1,650,"Self-Service Laundry, Front Door Trash Pickup, Recycling Program, High Speed Internet, A/C, Heating, Ceiling Fans, Smoke Free, Storage Units, Stove, Balcony",Healey Street_2b1b,"607-611 W Healey St, Champaign, IL 61820",40.11126,-88.25266
Anthony Drive_1b1b,4,(844) 306-6039,https://image2.apartmentfinder.com/i2/C-W3b8WrqqpPttfvWlVFOs9XIl_NnQFf1y5l_Nu89XI/117/anthony-drive-champaign-il-anthony-drive-apartments.jpg,1,1,550,"Huge living room and bedroom, Self-Service Laundry, Curbside Trash Pickup, Front Door Trash Pickup, High Speed Internet, A/C, Heating, Ceiling Fans, Smoke Free, Storage Units, Kitchen, Oven, Stove, Refrigerator",Anthony Drive_1b1b,"1500 W Anthony Dr, Champaign, IL 61821",40.13883,-88.27143
Prairie Place_2b1b,3,(855) 891-9969,https://image4.apartmentfinder.com/i2/473O1zOZJUjI5u9dbxv4Zrx0dcuJVFhXCKle3MQfvJo/117/prairie-place-champaign-il-primary-photo.jpg,2,1,620,"Self-Service Laundry, Recycling Program, A/C, Heating, Ceiling Fans, Garbage Disposal, Stove",Prairie Place_2b1b,"310-316 S Prairie St, Champaign, IL 61820",40.11333,-88.24809
State Street_1b1b,4,(844) 405-0495,https://image4.apartmentfinder.com/i2/AiCl_x6qD8sf1stLQf6j-QaoAGKqW1xWPmWK7eUUKlo/117/state-street-champaign-il-primary-photo.jpg,1,1,640,"Self-Service Laundry, Recycling Program, A/C, Heating, Ceiling Fans, Stove, Wood Flooring, Carpeting",State Street_1b1b,"307-309 S State St, Champaign, IL 61820",40.1137,-88.24719
211 Springfield Apartments_2b1b,3,(844) 285-1280,https://image4.apartmentfinder.com/i2/uo-nl-jcS8FIFOdvG2pSGzKQJAWm4D8b6lJHCCdPMD4/117/211-springfield-apartments-champaign-il-primary-photo.jpg,2,1,695,"Fixed rate water payment, Gated, Heating, Stove",211 Springfield Apartments_2b1b,"211 W Springfield Ave, Champaign, IL 61820",40.11236,-88.24659
Colonial South_1b1b,4,(855) 374-8758,https://image2.apartmentfinder.com/i2/o1YxPJ_aRBXpjKjyBKYwk8Qa2FXeiagy1UEVKrhMvR4/117/colonial-south-champaign-il-primary-photo.jpg,1,1,595,"Recycling Program, A/C, Heating, Kitchen, Stove",Colonial South_1b1b,"1101 S Mattis Ave, Champaign, IL 61821",40.10436,-88.27695
Clark Street House_1b1b,4,(217) 903-4463,https://image1.apartmentfinder.com/i2/XH8rp14-ggr3dKnEdFfdyxLMsnBDGrpYMPQu-6s2ur0/117/clark-street-house-champaign-il-primary-photo.jpg,1,1,780,"Washer/Dryer, A/C, Heating, Fireplace, Dishwasher, Stove, Skylight, Deck",Clark Street House_1b1b,"613 W Healey St, Champaign, IL 61820",40.11143,-88.25336
Healey Townhomes_2b2.5b,4,(217) 689-0744,https://image4.apartmentfinder.com/i2/VnVtBDAgEyptzNQyfpN4N75YX5jqtA6d986MFustmCc/117/healey-townhomes-champaign-il-primary-photo.jpg,2,2.5,910,"Self-Service Laundry, A/C, Heating, Fireplace, Dishwasher, Garbage Disposal, Stove, Patio",Healey Townhomes_2b2.5b,"402 W Clark St, Champaign, IL 61820",40.11562,-88.2487
Green Street_2b1b,4,(844) 254-7881,https://image3.apartmentfinder.com/i2/9nySLZ6XghKCM-Aa_Nw7tWrqOw614OhULcAOZtkdgXk/117/green-street-champaign-il-green-street-apartments.jpg,2,1,750,"Beautiful trees, Carport included, Central A/C for the Cedar, Close to U of I campus, Credit Cards Accepted, eChecks Accepted, Fixed rate water payment, Free garbage removal, Free guest parking lot, Recycling, Well-built brick construction, Self-Service Laundry, Recycling Program, Gated, High Speed Internet, A/C, Heating, Smoke Free, Dishwasher, Stove",Green Street_2b1b,"507-509 W Green St, Champaign, IL 61820",40.10988,-88.25146
Clark Street_2b1b,4,(844) 292-4531,https://image4.apartmentfinder.com/i2/GfrWeQeOI7IB5FcwJTZRdVs2HzY2oXYBnN2-Eql2aVY/117/clark-street-champaign-il-clark-street-apartments.jpg,2,1,640,"Apartment Has Two Window A/C's, Gas & Electricity Included (On Select Units), Self-Service Laundry, Recycling Program, High Speed Internet, A/C, Heating, Ceiling Fans, Smoke Free, Kitchen, Oven, Stove, Refrigerator",Clark Street_2b1b,"307-312 W Clark St, Champaign, IL 61820",40.11508,-88.24775
Stoneleigh Court_2b1.5b,4,(217) 318-0963,https://image2.apartmentfinder.com/i2/yCk_bcITh7bdW2ewc_cRi2--Ez9nhfohUWbbZGUSjFU/117/stoneleigh-court-champaign-il-primary-photo.jpg,2,1.5,760,"Gated, Heating, Storage Units, Garbage Disposal, Stove, Skylight, Balcony",Stoneleigh Court_2b1.5b,"800 S Mattis Ave, Champaign, IL 61821",40.10811,-88.27632
2511 Leeper Dr_2b1b,0,(217) 840-1070,https://image2.apartmentfinder.com/i2/SClAQj4-fokFlk0QaotAExck1HpzV_rY_fa3oVeegGc/117/2511-leeper-dr-champaign-il-primary-photo.jpg,2,1,730,Dishwasher,2511 Leeper Dr_2b1b,"2511 Leeper Dr, Champaign, IL 61822",40.08097,-88.27988
2513 Leeper Dr_2b1b,0,(217) 840-1070,https://image4.apartmentfinder.com/i2/CjUkrYdcoGdRIxa412c4KSzGI_SbobvSnT51bsNvP4E/117/2513-leeper-dr-champaign-il-primary-photo.jpg,2,1,740,"Washer/Dryer, Washer/Dryer Hookup, Dishwasher",2513 Leeper Dr_2b1b,"2513 Leeper Dr, Champaign, IL 61822",40.08092,-88.2795
503 S Locust St_4b3b,0,(217) 722-9000,https://image4.apartmentfinder.com/i2/MXtk_UNvF0ymACL1-vS5vnA9pXO2NeKx-32MbyeVbA0/117/503-s-locust-st-champaign-il-primary-photo.jpg,4,3,4500,A/C,503 S Locust St_4b3b,"503 S Locust St, Champaign, IL 61820",40.11213,-88.24038
25 E John St_4b4b,0,(217) 722-9000,https://image3.apartmentfinder.com/i2/WKYOt1iccklhQog_ReIO0H7fx43iAaxDWbFHm1AryOM/117/25-e-john-st-champaign-il-primary-photo.jpg,4,4,4800,"Washer/Dryer Hookup, A/C, Wired for Cable, Dishwasher, Garbage Disposal, Microwave, Refrigerator, Wood Flooring, Basement",25 E John St_4b4b,"25 E John St, Champaign, IL 61820",40.10877,-88.24131
1013 S 1st St_4b4b,0,(217) 722-9000,https://image3.apartmentfinder.com/i2/-p--72slgx-yPOAAK9_PViuze79ed_bsXcroS2LmujI/117/1013-s-1st-st-champaign-il-primary-photo.jpg,4,4,5600,"Washer/Dryer, Washer/Dryer Hookup, A/C, Wired for Cable, Dishwasher, Garbage Disposal, Microwave, Stove, Refrigerator, Wood Flooring, Basement",1013 S 1st St_4b4b,"1013 S 1st St, Champaign, IL 61820",40.10553,-88.23903
707 S 1st St_3b2b,0,(217) 722-9000,https://image4.apartmentfinder.com/i2/9sc68qIm6OcH_g1aAr26SQOsuimi7ubbWC6dsaZPvGg/117/707-s-1st-st-champaign-il-primary-photo.jpg,3,2,2250,"Washer/Dryer, A/C, Wired for Cable, Dishwasher, Garbage Disposal, Microwave, Stove, Refrigerator, Wood Flooring",707 S 1st St_3b2b,"707 S 1st St, Champaign, IL 61820",40.1094,-88.23892
101 E Chalmers St_5b4b,0,(217) 722-9000,https://image3.apartmentfinder.com/i2/XRb78EtA-Oem55ASBQIV4W_hDAJ3AnlxZ-AlwDMmIn0/117/101-e-chalmers-st-champaign-il-primary-photo.jpg,5,4,9000,"Washer/Dryer Hookup, A/C, Wired for Cable, Dishwasher, Garbage Disposal, Microwave, Stove, Refrigerator, Wood Flooring, Basement",101 E Chalmers St_5b4b,"101 E Chalmers St, Champaign, IL 61820",40.10632,-88.23842
31 E John St_4b4b,0,(217) 722-9000,https://image3.apartmentfinder.com/i2/iyb8EitNSnwgGM8Nv-YuggUn2Pq2PXXJTo0w1110c-w/117/31-e-john-st-champaign-il-primary-photo.jpg,4,4,4000,"Washer/Dryer, Washer/Dryer Hookup, A/C, Wired for Cable, Dishwasher, Garbage Disposal, Microwave, Stove, Refrigerator, Wood Flooring, Basement",31 E John St_4b4b,"31 E John St, Champaign, IL 61820",40.10881,-88.24068
33 E John St_4b4b,0,(217) 722-9000,https://image3.apartmentfinder.com/i2/OHbyXJKuFFBeBolrtxGmubuf0VxLYLV6LyFEB7JisoE/117/33-e-john-st-champaign-il-primary-photo.jpg,4,4,4950,"Washer/Dryer, Washer/Dryer Hookup, A/C, Wired for Cable, Dishwasher, Garbage Disposal, Microwave, Stove, Refrigerator, Wood Flooring, Basement",33 E John St_4b4b,"33 E John St, Champaign, IL 61820",40.10893,-88.24101
1004 S 1st St_4b4b,0,(217) 722-9000,https://image1.apartmentfinder.com/i2/4dIsEy0Di7XZT8nL0RPIgiQDYj7L9PZj5BXOiF0jeI4/117/1004-s-1st-st-champaign-il-primary-photo.jpg,4,4,4900,"Washer/Dryer, Washer/Dryer Hookup, A/C, Wired for Cable, Dishwasher, Garbage Disposal, Microwave, Stove, Refrigerator, Wood Flooring, Basement",1004 S 1st St_4b4b,"1004 S 1st St, Champaign, IL 61820",40.10614,-88.23842
609 S State St_3b2b,0,(217) 352-5509,https://image3.apartmentfinder.com/i2/VeRYmO6W-GGDDRqMP-vb3P0LuHVF_N4eZRqm2mzRsRI/117/609-s-state-st-champaign-il-primary-photo.jpg,3,2,1350,"Washer/Dryer Hookup, Wired for Cable, Microwave, Stove, Refrigerator, Wood Flooring",609 S State St_3b2b,"609 S State St, Champaign, IL 61820",40.1093,-88.2471
1801 Lynwood Dr_2b1b,0,(217) 352-5509,https://image4.apartmentfinder.com/i2/GJk5Vp0GNehQyu4LWIpkVNkPH71b0N9vPZgfmZqNC1s/117/1801-lynwood-dr-champaign-il-primary-photo.jpg,2,1,820,"Washer/Dryer Hookup, A/C, Wired for Cable, Stove, Refrigerator, Yard",1801 Lynwood Dr_2b1b,"1801 Lynwood Dr, Champaign, IL 61821",40.09417,-88.26028
919 W Harvard St_2b1b,0,(217) 607-1645,https://image4.apartmentfinder.com/i2/_Jw8kDouviJc1URDNXQoqHUpmww3D1_VmnoW1a6YFcM/117/919-w-harvard-st-champaign-il-primary-photo.jpg,2,1,625,"Washer/Dryer Hookup, Stove, Refrigerator",919 W Harvard St_2b1b,"919 W Harvard St, Champaign, IL 61821",40.12354,-88.25994
1211 N Walnut St_2b1b,0,(217) 607-1645,https://image2.apartmentfinder.com/i2/RMmSBQeFEmRKXQ1rwPUsZYI2GcepjtHf4-2V5YEPx8s/117/1211-n-walnut-st-champaign-il-primary-photo.png,2,1,650,"Wired for Cable, Stove, Refrigerator",1211 N Walnut St_2b1b,"1211 N Walnut St, Champaign, IL 61820",40.12828,-88.24145
1604 Coronado Dr_1b1b,0,(217) 607-1645,https://image3.apartmentfinder.com/i2/o3XjuxpXgwjN2_K06RtzrNBWkT9JIaJoy2rEgPVEqmQ/117/1604-coronado-dr-champaign-il-primary-photo.jpg,1,1,485,"A/C, Wired for Cable, Stove, Refrigerator, Wood Flooring",1604 Coronado Dr_1b1b,"1604 Coronado Dr, Champaign, IL 61820",40.09755,-88.25311
1711 W John St_2b1b,0,(217) 352-5509,https://image2.apartmentfinder.com/i2/QsCWVN_rKV-y12OwfkI8qTO7VXUtID3xCNzV06X2Hzo/117/1711-w-john-st-champaign-il-primary-photo.jpg,2,1,615,"Wired for Cable, Stove, Refrigerator",1711 W John St_2b1b,"1711 W John St, Champaign, IL 61821",40.10874,-88.27602
208 S Prospect Ave_3b1.5b,0,(217) 418-2642,https://image4.apartmentfinder.com/i2/vqRWxYlZ5zcy-mjykEygaDctFPipiKPgE6ZVbS3Tf74/117/208-s-prospect-ave-champaign-il-primary-photo.jpg,3,1.5,1200,"Washer/Dryer Hookup, A/C, Fireplace, Dishwasher, Microwave, Refrigerator, Wood Flooring",208 S Prospect Ave_3b1.5b,"208 S Prospect Ave, Champaign, IL 61820",40.11471,-88.2575
1411 Greenbriar Dr_2b1b,0,(217) 352-5509,https://image2.apartmentfinder.com/i2/e3srOY9b5IEqa6M_5dP-oPo1ISvs1UOHhQ6WE3sDWdE/117/1411-greenbriar-dr-champaign-il-primary-photo.jpg,2,1,720,"Washer/Dryer Hookup, A/C, Stove, Refrigerator, Wood Flooring",1411 Greenbriar Dr_2b1b,"1411 Greenbriar Dr, Champaign, IL 61820",40.13002,-88.24754
16 Colony W Dr_2b1.5b,0,(217) 352-5509,https://image3.apartmentfinder.com/i2/wkfm7P5Y2BTUYjXoI09Pu8sJvwDpZR0XFOZCLgmltqc/117/16-colony-w-dr-champaign-il-primary-photo.jpg,2,1.5,975,"Swimming Pool, Washer/Dryer Hookup, A/C, Dishwasher, Stove, Refrigerator, Wood Flooring",16 Colony W Dr_2b1.5b,"16 Colony W Dr, Champaign, IL 61820",40.08505,-88.25646
709 Bethume Ct_4b1b,0,(217) 607-1645,https://image3.apartmentfinder.com/i2/goY2yiQlHYpT-8nQG49bK4VFCadIyg_tadBEVa7XjYI/117/709-bethume-ct-champaign-il-primary-photo.png,4,1,950,"Washer/Dryer Hookup, A/C, Stove, Refrigerator, Wood Flooring",709 Bethume Ct_4b1b,"709 Bethume Ct, Champaign, IL 61820",40.12836,-88.22772
310 Cedar St_1b1b,0,(217) 352-5509,https://image1.apartmentfinder.com/i2/y-fHmkvqlaC8J6ueCGAcpK1Vg8PLS21ZMUVGPv9U3yQ/117/310-cedar-st-champaign-il-primary-photo.jpg,1,1,725,"A/C, Dishwasher, Stove, Refrigerator",310 Cedar St_1b1b,"310 Cedar St, Champaign, IL 61820",40.09927,-88.24772
824 W Harvard St_2b1b,0,(217) 352-5509,https://image2.apartmentfinder.com/i2/VT2pRbMOLKhiR0zEBR8_sMnH_muHjgs9qp9p9XO1L3I/117/824-w-harvard-st-champaign-il-primary-photo.jpg,2,1,725,"Wired for Cable, Stove, Refrigerator, Wood Flooring",824 W Harvard St_2b1b,"824 W Harvard St, Champaign, IL 61820",40.12425,-88.25717
1902 Nancy Ct_2b1b,0,(217) 418-2642,https://image4.apartmentfinder.com/i2/5FWT0B87LICFlMsIJYwqXIjLeyn7BXq66tTzN7I8W_I/117/1902-nancy-ct-champaign-il-primary-photo.jpg,2,1,650,"A/C, Dishwasher, Stove, Refrigerator, Wood Flooring",1902 Nancy Ct_2b1b,"1902 Nancy Ct, Champaign, IL 61822",40.08213,-88.27786
501 W Green St_1b1b,0,(217) 352-5509,https://image2.apartmentfinder.com/i2/Dvu7b0f6nzJ7K8jFJBMhvRl6QQlbyfSimAVRYj19dos/117/501-w-green-st-champaign-il-primary-photo.jpg,1,1,595,"Stove, Refrigerator",501 W Green St_1b1b,"501 W Green St, Champaign, IL 61820",40.10991,-88.25031
1012 W Eureka St_4b1.5b,0,(217) 418-2642,https://image4.apartmentfinder.com/i2/jx3zIaWHuQjJaNMz_0ib-Rt10VgcSrjqP2i_kiMjX68/117/1012-w-eureka-st-champaign-il-primary-photo.jpg,4,1.5,700,"A/C, Stove, Refrigerator, Wood Flooring",1012 W Eureka St_4b1.5b,"1012 W Eureka St, Champaign, IL 61821",40.12567,-88.26145
826 W Harvard St_2b1b,0,(217) 352-5509,https://image4.apartmentfinder.com/i2/lppwqlCXx4xf2ePfoPJTK4AJenKWyg3cIgIVBJVgOOQ/117/826-w-harvard-st-champaign-il-primary-photo.jpg,2,1,675,"Washer/Dryer Hookup, A/C, Wired for Cable, Stove, Refrigerator",826 W Harvard St_2b1b,"826 W Harvard St, Champaign, IL 61820",40.12399,-88.2563
1901 Nancy Ct_2b1.5b,0,(217) 418-2642,https://image3.apartmentfinder.com/i2/fBboV4toOFHS8zAzI_xcDhuCbPhga3wWR45vGh1dSXA/117/1901-nancy-ct-champaign-il-primary-photo.jpg,2,1.5,850,"A/C, Dishwasher, Stove, Refrigerator, Wood Flooring",1901 Nancy Ct_2b1.5b,"1901 Nancy Ct, Champaign, IL 61822",40.0818,-88.27807
1901 Nancy Ct_2b1.5b,0,(217) 418-2642,https://image2.apartmentfinder.com/i2/w5JWsNK5PJld-HGz-H_JM5GZRNiEkikXlLorfK8RCx4/117/1901-nancy-ct-champaign-il-primary-photo.jpg,2,1.5,850,"Washer/Dryer Hookup, A/C, Dishwasher, Stove, Refrigerator, Wood Flooring",1901 Nancy Ct_2b1.5b,"1901 Nancy Ct, Champaign, IL 61822",40.0818,-88.27807
1601 Valley Rd_2b1b,0,(217) 356-4012,https://image2.apartmentfinder.com/i2/CylskfPPaFavcRAH-cFBxRKQGTDpej2gn63URHato-c/117/1601-valley-rd-champaign-il-primary-photo.jpg,2,1,725,"Self-Service Laundry, Extra Storage, Fitness Center, Swimming Pool, Washer/Dryer Hookup, A/C, Wired for Cable, Dishwasher, Stove, Refrigerator",1601 Valley Rd_2b1b,"1601 Valley Rd, Champaign, IL 61820",40.09796,-88.24957
1809 Valley Rd_2b1b,0,(217) 356-4012,https://image3.apartmentfinder.com/i2/SRgeVMRDIcNFZ_Xt2vtBIOD7EsGJ2dedDDO5T93PbiY/117/1809-valley-rd-champaign-il-primary-photo.jpg,2,1,800,"Self-Service Laundry, Extra Storage, Fitness Center, Swimming Pool, A/C, Wired for Cable, Dishwasher, Stove, Refrigerator",1809 Valley Rd_2b1b,"1809 Valley Rd, Champaign, IL 61820",40.09569,-88.24939
1786 Valley Rd_2b1.5b,0,(217) 356-4012,https://image2.apartmentfinder.com/i2/6mi6IZ1LR8gL-V3juQl-7aaLB4v4AZe-5qYolT_DYtA/117/1786-valley-rd-champaign-il-primary-photo.jpg,2,1.5,925,"Self-Service Laundry, Extra Storage, Fitness Center, Swimming Pool, Washer/Dryer Hookup, A/C, Wired for Cable, Dishwasher, Stove, Refrigerator, Yard",1786 Valley Rd_2b1.5b,"1786 Valley Rd, Champaign, IL 61820",40.09594,-88.24928
1815 Valley Rd_2b1b,0,(217) 356-4012,https://image1.apartmentfinder.com/i2/JtyF9XAYFoJDLy91j-Azvvdx-BSNZIipDylPFg4MgAw/117/1815-valley-rd-champaign-il-primary-photo.jpg,2,1,800,"Self-Service Laundry, Extra Storage, Fitness Center, Swimming Pool, A/C, Wired for Cable, Dishwasher, Stove, Refrigerator",1815 Valley Rd_2b1b,"1815 Valley Rd, Champaign, IL 61820",40.09563,-88.24939
1703 Valley Rd_2b1b,0,(217) 356-4012,https://image3.apartmentfinder.com/i2/CoYQXANwwiV9nSPiKgjH4PA4eTjlB2IsT6hxQn5efck/117/1703-valley-rd-champaign-il-primary-photo.jpg,2,1,800,"Self-Service Laundry, Extra Storage, Fitness Center, Swimming Pool",1703 Valley Rd_2b1b,"1703 Valley Rd, Champaign, IL 61820",40.09687,-88.2494
1616 Valley Rd_2b1.5b,0,(217) 356-4012,https://image2.apartmentfinder.com/i2/FyMLJYYUeky6tjcTDR3RE5FXV6gegdyreiLLiI70cxA/117/1616-valley-rd-champaign-il-primary-photo.jpg,2,1.5,900,"Self-Service Laundry, Extra Storage, Fitness Center, Swimming Pool, Washer/Dryer Hookup, A/C, Wired for Cable, Dishwasher, Stove, Refrigerator, Yard",1616 Valley Rd_2b1.5b,"1616 Valley Rd, Champaign, IL 61820",40.09783,-88.24939
