name,cond_bed,cond_bath,cond_rent,cond_amen,addr_pin,addr_longi,addr_lati,apt_rating,apt_contact,apt_image
707 S 1st St_3b2b,3,2,2250,"Washer/Dryer, A/C, Wired for Cable, Dishwasher, Garbage Disposal, Microwave, Stove, Refrigerator, Wood Flooring","707 S 1st St, Champaign, IL 61820",40.1094,-88.23892,0,(217) 722-9000,0
,,,,,,,,,,
101 E Chalmers St_5b4b,5,4,9000,"Washer/Dryer Hookup, A/C, Wired for Cable, Dishwasher, Garbage Disposal, Microwave, Stove, Refrigerator, Wood Flooring, Basement","101 E Chalmers St, Champaign, IL 61820",40.10632,-88.23842,0,(217) 722-9000,0
,,,,,,,,,,
31 E John St_4b4b,4,4,4000,"Washer/Dryer, Washer/Dryer Hookup, A/C, Wired for Cable, Dishwasher, Garbage Disposal, Microwave, Stove, Refrigerator, Wood Flooring, Basement","31 E John St, Champaign, IL 61820",40.10881,-88.24068,0,(217) 722-9000,0
,,,,,,,,,,
33 E John St_4b4b,4,4,4950,"Washer/Dryer, Washer/Dryer Hookup, A/C, Wired for Cable, Dishwasher, Garbage Disposal, Microwave, Stove, Refrigerator, Wood Flooring, Basement","33 E John St, Champaign, IL 61820",40.10893,-88.24101,0,(217) 722-9000,0
,,,,,,,,,,
1004 S 1st St_4b4b,4,4,4900,"Washer/Dryer, Washer/Dryer Hookup, A/C, Wired for Cable, Dishwasher, Garbage Disposal, Microwave, Stove, Refrigerator, Wood Flooring, Basement","1004 S 1st St, Champaign, IL 61820",40.10614,-88.23842,0,(217) 722-9000,0
,,,,,,,,,,
407 S State St_0b1b,0,1,575,,"407 S State St, Champaign, IL 61820",40.1119,-88.24731,0,(217) 356-8750,0
,,,,,,,,,,
8 Colony W Dr_2b1.5b,2,1.5,975,,"8 Colony W Dr, Champaign, IL 61820",40.08554,-88.25679,0,(217) 352-5509,0
,,,,,,,,,,
310 Cedar St_2b1b,2,1,850,,"310 Cedar St, Champaign, IL 61820",40.09927,-88.24772,0,(217) 352-5509,0
,,,,,,,,,,
1314 Hedge Rd_2b1b,2,1,675,,"1314 Hedge Rd, Champaign, IL 61821",40.12933,-88.26861,0,(217) 552-5569,0
,,,,,,,,,,
601 Alabama Ave_2b1b,2,1,650,,"601 Alabama Ave, Champaign, IL 61820",40.12856,-88.25197,0,(217) 552-5569,0
,,,,,,,,,,
501 W Green St_3b1b,3,1,825,,"501 W Green St, Champaign, IL 61820",40.10991,-88.25031,0,(217) 352-5509,0
,,,,,,,,,,
609 S State St_3b2b,3,2,1350,"Washer/Dryer Hookup, Wired for Cable, Microwave, Stove, Refrigerator, Wood Flooring","609 S State St, Champaign, IL 61820",40.1093,-88.2471,0,(217) 352-5509,0
,,,,,,,,,,
1801 Lynwood Dr_2b1b,2,1,820,"Washer/Dryer Hookup, A/C, Wired for Cable, Stove, Refrigerator, Yard","1801 Lynwood Dr, Champaign, IL 61821",40.09417,-88.26028,0,(217) 352-5509,0
,,,,,,,,,,
919 W Harvard St_2b1b,2,1,625,"Washer/Dryer Hookup, Stove, Refrigerator","919 W Harvard St, Champaign, IL 61821",40.12354,-88.25994,0,(217) 607-1645,0
,,,,,,,,,,
1211 N Walnut St_2b1b,2,1,650,"Wired for Cable, Stove, Refrigerator","1211 N Walnut St, Champaign, IL 61820",40.12828,-88.24145,0,(217) 607-1645,0
,,,,,,,,,,
1604 Coronado Dr_1b1b,1,1,485,"A/C, Wired for Cable, Stove, Refrigerator, Wood Flooring","1604 Coronado Dr, Champaign, IL 61820",40.09755,-88.25311,0,(217) 607-1645,0
,,,,,,,,,,
1711 W John St_2b1b,2,1,615,"Wired for Cable, Stove, Refrigerator","1711 W John St, Champaign, IL 61821",40.10874,-88.27602,0,(217) 352-5509,0
,,,,,,,,,,
208 S Prospect Ave_3b1.5b,3,1.5,1200,"Washer/Dryer Hookup, A/C, Fireplace, Dishwasher, Microwave, Refrigerator, Wood Flooring","208 S Prospect Ave, Champaign, IL 61820",40.11471,-88.2575,0,(217) 418-2642,0
,,,,,,,,,,
1411 Greenbriar Dr_2b1b,2,1,720,"Washer/Dryer Hookup, A/C, Stove, Refrigerator, Wood Flooring","1411 Greenbriar Dr, Champaign, IL 61820",40.13002,-88.24754,0,(217) 352-5509,0
,,,,,,,,,,
304 Briar Ln_3b1b,3,1,840,"A/C, Stove, Refrigerator","304 Briar Ln, Champaign, IL 61820",40.13272,-88.24733,0,(217) 352-5509,0
,,,,,,,,,,
16 Colony W Dr_2b1.5b,2,1.5,975,"Swimming Pool, Washer/Dryer Hookup, A/C, Dishwasher, Stove, Refrigerator, Wood Flooring","16 Colony W Dr, Champaign, IL 61820",40.08505,-88.25646,0,(217) 352-5509,0
,,,,,,,,,,
709 Bethume Ct_4b1b,4,1,950,"Washer/Dryer Hookup, A/C, Stove, Refrigerator, Wood Flooring","709 Bethume Ct, Champaign, IL 61820",40.12836,-88.22772,0,(217) 607-1645,0
,,,,,,,,,,
310 Cedar St_1b1b,1,1,725,"A/C, Dishwasher, Stove, Refrigerator","310 Cedar St, Champaign, IL 61820",40.09927,-88.24772,0,(217) 352-5509,0
,,,,,,,,,,
824 W Harvard St_2b1b,2,1,725,"Wired for Cable, Stove, Refrigerator, Wood Flooring","824 W Harvard St, Champaign, IL 61820",40.12425,-88.25717,0,(217) 352-5509,0
,,,,,,,,,,
1902 Nancy Ct_2b1b,2,1,650,"A/C, Dishwasher, Stove, Refrigerator, Wood Flooring","1902 Nancy Ct, Champaign, IL 61822",40.08213,-88.27786,0,(217) 418-2642,0
,,,,,,,,,,
1709 W John St_2b1b,2,1,615,"Washer/Dryer Hookup, A/C, Stove, Refrigerator","1709 W John St, Champaign, IL 61821",40.10878,-88.27565,0,(217) 352-5509,0
,,,,,,,,,,
501 W Green St_1b1b,1,1,595,"Stove, Refrigerator","501 W Green St, Champaign, IL 61820",40.10991,-88.25031,0,(217) 352-5509,0
,,,,,,,,,,
1012 W Eureka St_4b1.5b,4,1.5,700,"A/C, Stove, Refrigerator, Wood Flooring","1012 W Eureka St, Champaign, IL 61821",40.12567,-88.26145,0,(217) 418-2642,0
,,,,,,,,,,
826 W Harvard St_2b1b,2,1,675,"Washer/Dryer Hookup, A/C, Wired for Cable, Stove, Refrigerator","826 W Harvard St, Champaign, IL 61820",40.12399,-88.2563,0,(217) 352-5509,0
,,,,,,,,,,
1901 Nancy Ct_2b1.5b,2,1.5,850,"A/C, Dishwasher, Stove, Refrigerator, Wood Flooring","1901 Nancy Ct, Champaign, IL 61822",40.0818,-88.27807,0,(217) 418-2642,0
,,,,,,,,,,
1901 Nancy Ct_2b1.5b,2,1.5,850,"Washer/Dryer Hookup, A/C, Dishwasher, Stove, Refrigerator, Wood Flooring","1901 Nancy Ct, Champaign, IL 61822",40.0818,-88.27807,0,(217) 418-2642,0
,,,,,,,,,,
609 W White St_2b1b,2,1,750,,"609 W White St, Champaign, IL 61820",40.1141,-88.25273,0,(217) 356-8750,0
,,,,,,,,,,
1601 Valley Rd_2b1b,2,1,725,"Self-Service Laundry, Extra Storage, Fitness Center, Swimming Pool, Washer/Dryer Hookup, A/C, Wired for Cable, Dishwasher, Stove, Refrigerator","1601 Valley Rd, Champaign, IL 61820",40.09796,-88.24957,0,(217) 356-4012,0
,,,,,,,,,,
1809 Valley Rd_2b1b,2,1,800,"Self-Service Laundry, Extra Storage, Fitness Center, Swimming Pool, A/C, Wired for Cable, Dishwasher, Stove, Refrigerator","1809 Valley Rd, Champaign, IL 61820",40.09569,-88.24939,0,(217) 356-4012,0
,,,,,,,,,,
1786 Valley Rd_2b1.5b,2,1.5,925,"Self-Service Laundry, Extra Storage, Fitness Center, Swimming Pool, Washer/Dryer Hookup, A/C, Wired for Cable, Dishwasher, Stove, Refrigerator, Yard","1786 Valley Rd, Champaign, IL 61820",40.09594,-88.24928,0,(217) 356-4012,0
,,,,,,,,,,
1815 Valley Rd_2b1b,2,1,800,"Self-Service Laundry, Extra Storage, Fitness Center, Swimming Pool, A/C, Wired for Cable, Dishwasher, Stove, Refrigerator","1815 Valley Rd, Champaign, IL 61820",40.09563,-88.24939,0,(217) 356-4012,0
,,,,,,,,,,
1703 Valley Rd_2b1b,2,1,800,"Self-Service Laundry, Extra Storage, Fitness Center, Swimming Pool","1703 Valley Rd, Champaign, IL 61820",40.09687,-88.2494,0,(217) 356-4012,0
,,,,,,,,,,
1616 Valley Rd_2b1.5b,2,1.5,900,"Self-Service Laundry, Extra Storage, Fitness Center, Swimming Pool, Washer/Dryer Hookup, A/C, Wired for Cable, Dishwasher, Stove, Refrigerator, Yard","1616 Valley Rd, Champaign, IL 61820",40.09783,-88.24939,0,(217) 356-4012,0
,,,,,,,,,,
1605 Valley Rd_2b1b,2,1,750,"Self-Service Laundry, Extra Storage, Fitness Center, Swimming Pool, A/C, Wired for Cable, Dishwasher, Stove, Refrigerator, Wood Flooring","1605 Valley Rd, Champaign, IL 61820",40.09792,-88.24954,0,(217) 356-4012,0
,,,,,,,,,,
1723 Valley Rd_2b1b,2,1,825,"Self-Service Laundry, Extra Storage, Fitness Center, Swimming Pool, A/C, Wired for Cable, Dishwasher, Stove, Refrigerator","1723 Valley Rd, Champaign, IL 61820",40.09665,-88.2494,0,(217) 356-4012,0
,,,,,,,,,,
1811 Valley Rd_2b1b,2,1,800,"Self-Service Laundry, Extra Storage, Fitness Center, Swimming Pool, Dishwasher","1811 Valley Rd, Champaign, IL 61820",40.09567,-88.24939,0,(217) 356-4012,0
,,,,,,,,,,
1811 Valley Rd_2b1b,2,1,850,"Self-Service Laundry, Extra Storage, Fitness Center, Swimming Pool","1811 Valley Rd, Champaign, IL 61820",40.09567,-88.24939,0,(217) 356-4012,0
,,,,,,,,,,
1611 Valley Rd_2b1b,2,1,725,"Self-Service Laundry, Extra Storage, Fitness Center, Swimming Pool, A/C, Wired for Cable, Dishwasher, Stove, Refrigerator","1611 Valley Rd, Champaign, IL 61820",40.09787,-88.24952,0,(217) 356-4012,0
,,,,,,,,,,
1733 Valley Rd_2b1b,2,1,800,"Self-Service Laundry, Extra Storage, Fitness Center, Swimming Pool, A/C, Dishwasher, Stove, Refrigerator","1733 Valley Rd, Champaign, IL 61820",40.09654,-88.2494,0,(217) 356-4012,0
,,,,,,,,,,
1831 Valley Rd_2b1b,2,1,800,"Self-Service Laundry, Extra Storage, Fitness Center, Swimming Pool, A/C, Dishwasher, Stove, Refrigerator","1831 Valley Rd, Champaign, IL 61820",40.09545,-88.24939,0,(217) 356-4012,0
,,,,,,,,,,
1733 Valley Rd_2b1b,2,1,825,"Self-Service Laundry, Extra Storage, Fitness Center, Swimming Pool, Dishwasher","1733 Valley Rd, Champaign, IL 61820",40.09654,-88.2494,0,(217) 356-4012,0
,,,,,,,,,,
1626 Valley Rd_2b1.5b,2,1.5,875,"Self-Service Laundry, Extra Storage, Fitness Center, Swimming Pool","1626 Valley Rd, Champaign, IL 61820",40.09772,-88.24935,0,(217) 356-4012,0
,,,,,,,,,,
1676 Valley Rd_2b1.5b,2,1.5,875,"Self-Service Laundry, Extra Storage, Fitness Center, Swimming Pool, Washer/Dryer Hookup, A/C, Wired for Cable, Dishwasher, Stove, Refrigerator, Yard","1676 Valley Rd, Champaign, IL 61820",40.09716,-88.24929,0,(217) 356-4012,0
,,,,,,,,,,
1603 Valley Rd_2b1b,2,1,750,"Self-Service Laundry, Extra Storage, Fitness Center, Swimming Pool, Washer/Dryer Hookup, A/C, Wired for Cable, Dishwasher, Stove, Refrigerator","1603 Valley Rd, Champaign, IL 61820",40.09794,-88.24956,0,(217) 356-4012,0
,,,,,,,,,,
1823 Valley Rd_2b1b,2,1,800,"Self-Service Laundry, Extra Storage, Fitness Center, Swimming Pool, A/C, Wired for Cable, Dishwasher, Stove, Refrigerator","1823 Valley Rd, Champaign, IL 61820",40.09554,-88.24939,0,(217) 356-4012,0
,,,,,,,,,,
1703 Valley Rd_2b1b,2,1,825,"Self-Service Laundry, Extra Storage, Fitness Center, Swimming Pool, A/C, Wired for Cable, Dishwasher, Stove, Refrigerator","1703 Valley Rd, Champaign, IL 61820",40.09687,-88.2494,0,(217) 356-4012,0
,,,,,,,,,,
1622 Valley Rd_2b1.5b,2,1.5,900,"Self-Service Laundry, Extra Storage, Fitness Center, Swimming Pool, Washer/Dryer Hookup, A/C, Wired for Cable, Dishwasher, Stove, Refrigerator, Yard","1622 Valley Rd, Champaign, IL 61820",40.09776,-88.24937,0,(217) 356-4012,0
,,,,,,,,,,
1609 Valley Rd_2b1b,2,1,700,"Self-Service Laundry, Extra Storage, Fitness Center, Swimming Pool, Washer/Dryer Hookup, A/C, Wired for Cable, Stove, Refrigerator","1609 Valley Rd, Champaign, IL 61820",40.09789,-88.24953,0,(217) 356-4012,0
,,,,,,,,,,
1720 Valley Rd_2b1.5b,2,1.5,875,"Self-Service Laundry, Extra Storage, Fitness Center, Swimming Pool, Washer/Dryer Hookup, Microwave, Refrigerator, Yard","1720 Valley Rd, Champaign, IL 61820",40.09667,-88.24928,0,(217) 356-4012,0
,,,,,,,,,,
1605 Valley Rd_2b1b,2,1,775,"Self-Service Laundry, Extra Storage, Fitness Center, Swimming Pool, A/C, Wired for Cable, Dishwasher, Stove, Refrigerator","1605 Valley Rd, Champaign, IL 61820",40.09792,-88.24954,0,(217) 356-4012,0
,,,,,,,,,,
1735 Valley Rd_2b1b,2,1,825,"Self-Service Laundry, Extra Storage, Fitness Center, Swimming Pool","1735 Valley Rd, Champaign, IL 61820",40.09651,-88.2494,0,(217) 356-4012,0
,,,,,,,,,,
1650 Valley Rd_2b1.5b,2,1.5,900,"Self-Service Laundry, Extra Storage, Fitness Center, Swimming Pool, Washer/Dryer Hookup, Wired for Cable, Stove, Refrigerator, Yard","1650 Valley Rd, Champaign, IL 61820",40.09745,-88.2493,0,(217) 356-4012,0
,,,,,,,,,,
1609 Valley Rd_2b1b,2,1,775,"Self-Service Laundry, Extra Storage, Fitness Center, Swimming Pool, A/C, Wired for Cable, Dishwasher, Stove, Refrigerator","1609 Valley Rd, Champaign, IL 61820",40.09789,-88.24953,0,(217) 356-4012,0
,,,,,,,,,,
1613 Valley Rd_2b1b,2,1,725,"Self-Service Laundry, Extra Storage, Fitness Center, Swimming Pool","1613 Valley Rd, Champaign, IL 61820",40.09785,-88.24952,0,(217) 356-4012,0
,,,,,,,,,,
1718 Valley Rd_2b1.5b,2,1.5,875,"Self-Service Laundry, Extra Storage, Fitness Center, Swimming Pool, Washer/Dryer Hookup, Refrigerator, Yard","1718 Valley Rd, Champaign, IL 61820",40.09669,-88.24928,0,(217) 356-4012,0
,,,,,,,,,,
1656 Valley Rd_2b1.5b,2,1.5,875,"Self-Service Laundry, Extra Storage, Fitness Center, Swimming Pool","1656 Valley Rd, Champaign, IL 61820",40.09738,-88.24929,0,(217) 356-4012,0
,,,,,,,,,,
1732 Valley Rd_2b1.5b,2,1.5,900,"Self-Service Laundry, Extra Storage, Fitness Center, Swimming Pool, Washer/Dryer Hookup, A/C, Wired for Cable, Dishwasher, Stove, Refrigerator, Yard","1732 Valley Rd, Champaign, IL 61820",40.09654,-88.24928,0,(217) 356-4012,0
,,,,,,,,,,
1711 Valley Rd_2b1b,2,1,800,"Self-Service Laundry, Extra Storage, Fitness Center, Swimming Pool, Dishwasher","1711 Valley Rd, Champaign, IL 61820",40.09678,-88.2494,0,(217) 356-4012,0
,,,,,,,,,,
1701 Valley Rd_2b1b,2,1,825,"Self-Service Laundry, Extra Storage, Fitness Center, Swimming Pool, A/C, Wired for Cable, Dishwasher, Stove, Refrigerator","1701 Valley Rd, Champaign, IL 61820",40.09689,-88.2494,0,(217) 356-4012,0
,,,,,,,,,,
1909 Joanne Ln_4b2b,4,2,1300,,"1909 Joanne Ln, Champaign, IL 61821",40.13606,-88.27215,0,(217) 298-0523,0
,,,,,,,,,,
610 S Edwin St_2b1b,2,1,1190,,"610 S Edwin St, Champaign, IL 61821",40.10942,-88.26575,0,(217) 607-0432,0
,,,,,,,,,,
56 E Healey St_1b1b,1,1,615,"A/C, Furnished","56 E Healey St, Champaign, IL 61820",40.11176,-88.23931,0,(217) 356-8750,0
,,,,,,,,,,
308 1/2 E Clark St_4b2.5b,4,2.5,750,"Washer/Dryer, A/C, Dishwasher, Furnished","308 1/2 E Clark St, Champaign, IL 61820",40.11565,-88.23439,0,(217) 356-8750,0
,,,,,,,,,,
305 E White St_3b1b,3,1,317,"A/C, Dishwasher, Furnished","305 E White St, Champaign, IL 61820",40.11414,-88.23469,0,(217) 356-8750,0
,,,,,,,,,,
308 1/2 E Clark St_8b5b,8,5,750,"Washer/Dryer, A/C, Dishwasher, Furnished","308 1/2 E Clark St, Champaign, IL 61820",40.11565,-88.23439,0,(217) 356-8750,0
,,,,,,,,,,
1118 N Northwood Dr N_4b2b,4,2,1000,,"1118 N Northwood Dr N, Champaign, IL 61821",40.12861,-88.26457,0,(217) 298-0523,0
,,,,,,,,,,
1706 Coronado Dr_3b1b,3,1,1225,,"1706 Coronado Dr, Champaign, IL 61820",40.0962,-88.2531,0,(217) 607-0432,0
,,,,,,,,,,
2600 W John St_3b2b,3,2,1300,A/C,"2600 W John St, Champaign, IL 61821",40.10985,-88.2891,0,(217) 384-8001,0
,,,,,,,,,,
909 W Daniel St_2b1b,2,1,1375,,"909 W Daniel St, Champaign, IL 61821",40.10784,-88.25867,0,(217) 607-0432,0
,,,,,,,,,,
2519 Leeper Dr_2b1.5b,2,1.5,795,,"2519 Leeper Dr, Champaign, IL 61822",40.08094,-88.27861,0,(217) 359-6400,0
,,,,,,,,,,
508 W Washington St_1b1b,1,1,750,,"508 W Washington St, Champaign, IL 61820",40.12047,-88.25102,0,(217) 298-0523,0
,,,,,,,,,,
508 W Washington_2b1b,2,1,750,,"508 W Washington St, Champaign, IL 61820",40.12047,-88.25102,0,(217) 298-0523,0
,,,,,,,,,,
1719 Westhaven Dr_3b1.5b,3,1.5,1000,,"1719 Westhaven Dr, Champaign, IL 61820",40.09565,-88.25266,0,(217) 693-5676,0
,,,,,,,,,,
2705 Dale Dr_3b1b,3,1,875,,"2705 Dale Dr, Champaign, IL 61821",40.14538,-88.27478,0,(217) 531-2703,0
,,,,,,,,,,
2005 S Mattis Ave_2b1b,2,1,820,,"2005 S Mattis Ave, Champaign, IL 61821",40.09024,-88.27646,0,(217) 607-0432,0
,,,,,,,,,,
1106 Maplepark Dr_3b2b,3,2,1280,,"1106 Maplepark Dr, Champaign, IL 61821",40.10421,-88.29407,0,(217) 607-0432,0
,,,,,,,,,,
305 E Clark_1b1b,1,1,510,,"305 E Clark St, Champaign, IL 61820",40.11534,-88.23517,0,(217) 359-6400,0
,,,,,,,,,,
306 W Washington_1b1b,1,1,650,,"306 W Washington St, Champaign, IL 61820",40.12047,-88.24759,0,(217) 298-0523,0
,,,,,,,,,,
305 E Clark_1b1b,1,1,535,,"305 E Clark St, Champaign, IL 61820",40.11534,-88.23517,0,(217) 359-6400,0
,,,,,,,,,,
311 W Columbia_2b2b,2,2,1195,,"311 W Columbia Ave, Champaign, IL 61820",40.12088,-88.24825,0,(217) 359-6400,0
,,,,,,,,,,
803 N Prospect_2b1b,2,1,790,,"803 N Prospect Ave, Champaign, IL 61820",40.1232,-88.25828,0,(217) 607-0432,0
,,,,,,,,,,
1913 Melrose Dr_2b1b,2,1,895,,"1913 Melrose Dr, Champaign, IL 61820",40.08623,-88.25323,0,(217) 352-1335,0
,,,,,,,,,,
1507 Harrington Dr_3b2b,3,2,1350,"A/C, Dishwasher","1507 Harrington Dr, Champaign, IL 61821",40.0867,-88.27023,0,(217) 693-5676,0
,,,,,,,,,,
2001 S Mattis Ave_2b1b,2,1,760,"A/C, Dishwasher","2001 S Mattis Ave, Champaign, IL 61821",40.09054,-88.2769,0,(217) 649-9444,0
,,,,,,,,,,
3733 Thornhill Cir_2b2b,2,2,1095,,"3733 Thornhill Cir, Champaign, IL 61822",40.1075,-88.3096,0,(217) 607-0432,0
,,,,,,,,,,
106 E John St_1b1b,1,1,645,,"106 E John St, Champaign, IL 61820",40.10935,-88.23798,0,(217) 352-1335,0
,,,,,,,,,,
1727 Lincoln Pl_2b1b,2,1,745,,"1727 Lincoln Pl, Champaign, IL 61821",40.09435,-88.26429,0,(217) 352-1335,0
,,,,,,,,,,
112 N Neil St_0b1b,0,1,945,,"112 N Neil St, Champaign, IL 61820",40.11692,-88.24346,0,(217) 352-1335,0
,,,,,,,,,,
308 N State St_1b1b,1,1,745,,"308 N State St, Champaign, IL 61820",40.11902,-88.2466,0,(217) 352-1335,0
,,,,,,,,,,
1901 Karen Ct_2b1b,2,1,650,,"1901 Karen Ct, Champaign, IL 61822",40.08303,-88.27844,0,(217) 359-6400,0
,,,,,,,,,,
2404 Leeper_2b1.5b,2,1.5,775,,"2404 Leeper Dr, Champaign, IL 61822",40.08298,-88.27939,0,(217) 359-6400,0
,,,,,,,,,,
2502 Myers Ct_1b1b,1,1,615,,"2502 Myers Ct, Champaign, IL 61822",40.08213,-88.27673,0,(217) 359-6400,0
,,,,,,,,,,
112 N Neil St_0b1b,0,1,945,,"112 N Neil St, Champaign, IL 61820",40.11692,-88.24346,0,(217) 352-1335,0
,,,,,,,,,,
1727 Lincoln Pl_2b1b,2,1,675,,"1727 Lincoln Pl, Champaign, IL 61821",40.09435,-88.26429,0,(217) 352-1335,0
,,,,,,,,,,
406 W Clark St_1b1b,1,1,675,,"406 W Clark St, Champaign, IL 61820",40.11558,-88.24916,0,(217) 352-1335,0
,,,,,,,,,,
308 N Prairie St_1b1b,1,1,795,,"308 N Prairie St, Champaign, IL 61820",40.11893,-88.24822,0,(217) 352-1335,0
,,,,,,,,,,
308 N State St_1b1b,1,1,725,,"308 N State St, Champaign, IL 61820",40.11902,-88.2466,0,(217) 352-1335,0
,,,,,,,,,,
108 E John St_1b1b,1,1,645,,"108 E John St, Champaign, IL 61820",40.10935,-88.23773,0,(217) 352-1335,0
,,,,,,,,,,
2521 Leeper Dr_2b1.5b,2,1.5,795,,"2521 Leeper Dr, Champaign, IL 61822",40.08094,-88.27829,0,(217) 359-6400,0
,,,,,,,,,,
1727 Lincoln Pl_2b1b,2,1,655,,"1727 Lincoln Pl, Champaign, IL 61821",40.09435,-88.26429,0,(217) 352-1335,0
,,,,,,,,,,
309 W Hill St_1b1b,1,1,895,,"309 W Hill St, Champaign, IL 61820",40.11893,-88.24798,0,(217) 352-1335,0
,,,,,,,,,,
308 N Prairie St_1b1b,1,1,950,,"308 N Prairie St, Champaign, IL 61820",40.11893,-88.24822,0,(217) 352-1335,0
,,,,,,,,,,
108 E John St_1b1b,1,1,795,,"108 E John St, Champaign, IL 61820",40.10935,-88.23773,0,(217) 352-1335,0
,,,,,,,,,,
112 N Neil St_1b1b,1,1,1175,,"112 N Neil St, Champaign, IL 61820",40.11692,-88.24346,0,(217) 352-1335,0
,,,,,,,,,,
2523 Leeper Dr_2b1.5b,2,1.5,795,,"2523 Leeper Dr, Champaign, IL 61822",40.08094,-88.27794,0,(217) 359-6400,0
,,,,,,,,,,
308 N Prairie St_0b1b,0,1,625,,"308 N Prairie St, Champaign, IL 61820",40.11893,-88.24822,0,(217) 352-1335,0
,,,,,,,,,,
309 W Hill St_2b1b,2,1,895,,"309 W Hill St, Champaign, IL 61820",40.11893,-88.24798,0,(217) 352-1335,0
,,,,,,,,,,
308 N Prairie St_0b1b,0,1,715,,"308 N Prairie St, Champaign, IL 61820",40.11893,-88.24822,0,(217) 352-1335,0
,,,,,,,,,,
308 N State St_1b1b,1,1,825,,"308 N State St, Champaign, IL 61820",40.11902,-88.2466,0,(217) 352-1335,0
,,,,,,,,,,
308 N Prairie St_1b1b,1,1,650,,"308 N Prairie St, Champaign, IL 61820",40.11893,-88.24822,0,(217) 352-1335,0
,,,,,,,,,,
309 W Hill St_1b1b,1,1,820,,"309 W Hill St, Champaign, IL 61820",40.11893,-88.24798,0,(217) 352-1335,0
,,,,,,,,,,
2517 Leeper Dr_2b1.5b,2,1.5,795,,"2517 Leeper Dr, Champaign, IL 61822",40.08095,-88.27894,0,(217) 359-6400,0
,,,,,,,,,,
308 N Prairie St_0b1b,0,1,725,,"308 N Prairie St, Champaign, IL 61820",40.11893,-88.24822,0,(217) 352-1335,0
,,,,,,,,,,
308 N Prairie St_1b1b,1,1,675,,"308 N Prairie St, Champaign, IL 61820",40.11893,-88.24822,0,(217) 352-1335,0
,,,,,,,,,,
2523 Leeper Dr_2b1.5b,2,1.5,795,,"2523 Leeper Dr, Champaign, IL 61822",40.08094,-88.27794,0,(217) 359-6400,0
,,,,,,,,,,
108 Flora Dr_2b1b,2,1,1120,,"108 Flora Dr, Champaign, IL 61821",40.11512,-88.26572,0,(217) 607-0432,0
,,,,,,,,,,
1807 Lynwood_2b1b,2,1,800,"Washer/Dryer, A/C","1807 Lynwood Dr, Champaign, IL 61821",40.09349,-88.26028,0,(217) 384-8001,0
,,,,,,,,,,
310 Cottage_1b1b,1,1,595,,"310 Cottage Ct, Champaign, IL 61820",40.11343,-88.24583,0,(217) 384-8001,0
,,,,,,,,,,
2005 S Mattis Ave_2b1b,2,1,845,,"2005 S Mattis Ave, Champaign, IL 61821",40.09024,-88.27646,0,(217) 607-0432,0
,,,,,,,,,,
310 Cottage_3b1b,3,1,805,,"310 Cottage Ct, Champaign, IL 61820",40.11343,-88.24583,0,(217) 384-8001,0
,,,,,,,,,,
305 S Prairie St_4b2b,4,2,1525,"Washer/Dryer, Dishwasher","305 S Prairie St, Champaign, IL 61820",40.11381,-88.2488,0,(217) 384-8001,0
,,,,,,,,,,
1606 W Healey_3b1b,3,1,750,,"1606 W Healey St, Champaign, IL 61821",40.11216,-88.2732,0,(217) 359-6400,0
,,,,,,,,,,
1010 Crescent Dr_3b1.5b,3,1.5,780,,"1010 Crescent Dr, Champaign, IL 61821",40.10529,-88.28097,0,(217) 359-6400,0
,,,,,,,,,,
303 E Clark St_1b1b,1,1,535,,"303 E Clark St, Champaign, IL 61820",40.1151,-88.23482,0,(217) 359-6400,0
,,,,,,,,,,
510 S Mattis_3b2.5b,3,2.5,1020,,"510 S Mattis Ave, Champaign, IL 61821",40.11088,-88.27666,0,(217) 359-6400,0
,,,,,,,,,,
201 S Elm St_1b1b,1,1,750,,"201 S Elm St, Champaign, IL 61820",40.11512,-88.25046,0,(217) 359-6400,0
,,,,,,,,,,
310 W Washington St_2b1b,2,1,745,A/C,"310 W Washington St, Champaign, IL 61820",40.12047,-88.24801,0,(217) 384-8001,0
,,,,,,,,,,
509 N Willis Ave_1b1b,1,1,675,,"509 N Willis Ave, Champaign, IL 61821",40.12105,-88.26074,0,(217) 359-6400,0
,,,,,,,,,,
1606 W Healey_5b2b,5,2,1250,,"1606 W Healey St, Champaign, IL 61821",40.11216,-88.2732,0,(217) 359-6400,0
,,,,,,,,,,
607 W Springfield_1b1b,1,1,635,,"607 W Springfield Ave, Champaign, IL 61820",40.11235,-88.25269,0,(217) 384-8001,0
,,,,,,,,,,
310 N James_1b1b,1,1,615,,"310 N James St, Champaign, IL 61821",40.11917,-88.26481,0,(217) 384-8001,0
,,,,,,,,,,
1010 Crescent Dr_3b1.5b,3,1.5,790,,"1010 Crescent Dr, Champaign, IL 61821",40.10529,-88.28097,0,(217) 359-6400,0
,,,,,,,,,,
509 N Willis Ave_2b1.5b,2,1.5,1300,,"509 N Willis Ave, Champaign, IL 61821",40.12105,-88.26074,0,(217) 359-6400,0
,,,,,,,,,,
303 E Clark St_1b1b,1,1,510,,"303 E Clark St, Champaign, IL 61820",40.1151,-88.23482,0,(217) 359-6400,0
,,,,,,,,,,
616 W Healey St_0b1b,0,1,520,,"616 W Healey St, Champaign, IL 61820",40.11195,-88.25349,0,(217) 359-6400,0
,,,,,,,,,,
